timestamp,asset_id,vibration_hz,temp_celsius,pressure_bar,power_output_mw,operating_hours,status
2026-02-27 01:45:40,MCE-0023,52.56,48.08,2.81,2.46,12.66,HEALTHY
2026-02-27 02:45:40,MCE-0023,48.98,39.7,3.66,2.93,13.29,HEALTHY
2026-02-27 03:45:40,MCE-0023,44.54,43.66,4.19,2.76,14.96,HEALTHY
2026-02-27 04:45:40,MCE-0023,48.01,35.24,3.84,2.69,15.06,HEALTHY
2026-02-27 05:45:40,MCE-0023,64.26,48.15,2.59,1.66,16.77,HEALTHY
2026-02-27 06:45:40,MCE-0023,56.04,40.75,3.72,2.58,17.18,HEALTHY
2026-02-27 07:45:40,MCE-0023,42.5,40.48,3.07,2.51,18.49,HEALTHY
2026-02-27 08:45:40,MCE-0023,36.23,36.39,3.34,2.41,19.01,HEALTHY
2026-02-27 09:45:40,MCE-0023,58.83,45.11,4.01,3.3,20.85,HEALTHY
2026-02-27 10:45:40,MCE-0023,57.82,50.12,3.66,2.96,21.93,HEALTHY
2026-02-27 11:45:40,MCE-0023,46.34,50.28,3.81,2.34,22.52,HEALTHY
2026-02-27 12:45:40,MCE-0023,58.44,46.76,3.45,2.28,23.19,HEALTHY
2026-02-27 13:45:40,MCE-0023,47.49,50.72,3.94,2.7,24.78,HEALTHY
2026-02-27 14:45:40,MCE-0023,53.99,54.87,3.43,1.96,25.51,HEALTHY
2026-02-27 15:45:40,MCE-0023,64.52,43.62,3.15,1.61,26.7,HEALTHY
2026-02-27 16:45:40,MCE-0023,53.57,31.6,3.12,2.82,27.62,HEALTHY
2026-02-27 17:45:40,MCE-0023,55.83,40.04,3.43,2.08,28.67,HEALTHY
2026-02-27 18:45:40,MCE-0023,36.77,41.66,3.25,2.4,29.36,HEALTHY
2026-02-27 19:45:40,MCE-0023,23.03,44.47,3.76,2.92,30.66,HEALTHY
2026-02-27 20:45:40,MCE-0023,64.36,41.21,3.32,1.57,31.98,HEALTHY
2026-02-27 21:45:40,MCE-0023,75.0,49.8,4.02,1.9,32.09,WARNING
2026-02-27 22:45:40,MCE-0023,59.95,61.34,3.47,2.01,33.28,HEALTHY
2026-02-27 23:45:40,MCE-0023,42.92,23.56,3.48,2.93,34.4,HEALTHY
2026-02-28 00:45:40,MCE-0023,44.46,39.57,3.76,2.82,35.67,HEALTHY
2026-02-28 01:45:40,MCE-0023,20.1,35.24,4.72,1.85,36.41,HEALTHY
2026-02-28 02:45:40,MCE-0023,43.72,57.15,4.05,2.26,37.2,HEALTHY
2026-02-28 03:45:40,MCE-0023,48.09,42.91,3.13,2.48,38.02,HEALTHY
2026-02-28 04:45:40,MCE-0023,40.8,41.64,3.13,1.88,39.7,HEALTHY
2026-02-28 05:45:40,MCE-0023,44.38,55.54,3.54,2.35,40.92,HEALTHY
2026-02-28 06:45:40,MCE-0023,56.31,44.13,4.43,2.52,41.55,HEALTHY
2026-02-28 07:45:40,MCE-0023,55.51,39.12,3.75,2.66,42.73,HEALTHY
2026-02-28 08:45:40,MCE-0023,44.15,37.73,3.18,2.66,43.56,HEALTHY
2026-02-28 09:45:40,MCE-0023,54.43,43.81,3.64,2.5,44.58,HEALTHY
2026-02-28 10:45:40,MCE-0023,46.48,40.84,3.51,3.88,45.35,HEALTHY
2026-02-28 11:45:40,MCE-0023,49.67,48.56,3.72,2.39,46.82,HEALTHY
2026-02-28 12:45:40,MCE-0023,64.41,45.49,4.03,2.35,47.23,HEALTHY
2026-02-28 13:45:40,MCE-0023,30.6,40.6,2.95,2.79,48.96,HEALTHY
2026-02-28 14:45:40,MCE-0023,27.09,34.07,2.78,3.94,49.45,HEALTHY
2026-02-28 15:45:40,MCE-0023,20.19,34.64,4.07,3.04,50.4,HEALTHY
2026-02-28 16:45:40,MCE-0023,57.77,43.29,4.18,2.98,51.0,HEALTHY
2026-02-28 17:45:40,MCE-0023,48.18,44.88,3.35,2.06,52.18,HEALTHY
2026-02-28 18:45:40,MCE-0023,63.56,58.06,3.06,2.44,53.51,HEALTHY
2026-02-28 19:45:40,MCE-0023,42.85,41.09,3.53,3.0,54.56,HEALTHY
2026-02-28 20:45:40,MCE-0023,33.79,31.87,4.12,2.29,55.5,HEALTHY
2026-02-28 21:45:40,MCE-0023,26.05,32.44,3.33,3.3,56.34,HEALTHY
2026-02-28 22:45:40,MCE-0023,58.87,55.34,3.91,3.0,57.12,HEALTHY
2026-02-28 23:45:40,MCE-0023,34.68,37.31,3.01,2.41,58.51,HEALTHY
2026-03-01 00:45:40,MCE-0023,55.26,46.16,4.16,1.94,59.26,HEALTHY
2026-03-01 01:45:40,MCE-0023,52.5,34.26,3.55,2.89,60.54,HEALTHY
2026-03-01 02:45:40,MCE-0023,41.78,45.44,3.02,1.68,61.79,HEALTHY
2026-03-01 03:45:40,MCE-0023,53.36,58.46,3.0,3.14,62.25,HEALTHY
2026-03-01 04:45:40,MCE-0023,45.65,31.51,2.93,2.53,63.44,HEALTHY
2026-03-01 05:45:40,MCE-0023,38.93,29.68,2.65,2.09,64.38,HEALTHY
2026-03-01 06:45:40,MCE-0023,47.91,42.82,3.25,2.62,65.48,HEALTHY
2026-03-01 07:45:40,MCE-0023,60.6,49.83,3.44,2.99,66.24,HEALTHY
2026-03-01 08:45:40,MCE-0023,30.6,35.88,3.4,1.9,67.34,HEALTHY
2026-03-01 09:45:40,MCE-0023,38.7,23.51,4.46,2.05,68.78,HEALTHY
2026-03-01 10:45:40,MCE-0023,68.79,49.44,3.78,2.27,69.68,WARNING
2026-03-01 11:45:40,MCE-0023,48.12,48.14,3.83,2.91,70.9,HEALTHY
2026-03-01 12:45:40,MCE-0023,39.48,36.5,2.7,2.78,71.86,HEALTHY
2026-03-01 13:45:40,MCE-0023,61.24,59.8,3.65,2.13,72.48,HEALTHY
2026-03-01 14:45:40,MCE-0023,19.54,42.7,2.6,2.35,73.26,HEALTHY
2026-03-01 15:45:40,MCE-0023,41.64,40.43,3.52,2.59,74.38,HEALTHY
2026-03-01 16:45:40,MCE-0023,8.77,31.25,2.39,2.89,75.79,HEALTHY
2026-03-01 17:45:40,MCE-0023,36.67,22.25,3.09,2.23,76.22,HEALTHY
2026-03-01 18:45:40,MCE-0023,62.86,48.93,3.67,3.12,77.7,HEALTHY
2026-03-01 19:45:40,MCE-0023,43.56,47.6,3.84,1.87,78.8,HEALTHY
2026-03-01 20:45:40,MCE-0023,67.09,37.27,3.96,1.76,79.41,WARNING
2026-03-01 21:45:40,MCE-0023,54.02,59.6,3.39,2.39,80.35,HEALTHY
2026-03-01 22:45:40,MCE-0023,54.16,42.11,4.41,2.62,81.54,HEALTHY
2026-03-01 23:45:40,MCE-0023,40.2,36.24,3.03,2.2,82.7,HEALTHY
2026-03-02 00:45:40,MCE-0023,39.74,36.52,3.17,3.58,83.26,HEALTHY
2026-03-02 01:45:40,MCE-0023,29.55,38.54,3.8,2.84,84.29,HEALTHY
2026-03-02 02:45:40,MCE-0023,44.12,39.81,3.73,2.65,85.4,HEALTHY
2026-03-02 03:45:40,MCE-0023,41.12,28.34,3.27,1.94,86.75,HEALTHY
2026-03-02 04:45:40,MCE-0023,34.99,39.26,3.68,3.42,87.34,HEALTHY
2026-03-02 05:45:40,MCE-0023,36.94,45.78,3.65,3.17,88.55,HEALTHY
2026-03-02 06:45:40,MCE-0023,53.64,36.53,2.64,2.68,89.18,HEALTHY
2026-03-02 07:45:40,MCE-0023,37.07,31.78,2.87,2.6,90.31,HEALTHY
2026-03-02 08:45:40,MCE-0023,67.62,45.52,3.8,2.47,91.22,WARNING
2026-03-02 09:45:40,MCE-0023,25.66,42.08,2.95,2.53,92.57,HEALTHY
2026-03-02 10:45:40,MCE-0023,39.88,47.61,2.97,2.72,93.18,HEALTHY
2026-03-02 11:45:40,MCE-0023,32.4,34.13,1.68,3.57,94.75,HEALTHY
2026-03-02 12:45:40,MCE-0023,53.26,38.34,2.94,2.27,95.93,HEALTHY
2026-03-02 13:45:40,MCE-0023,55.75,30.09,3.43,3.41,96.19,HEALTHY
2026-03-02 14:45:40,MCE-0023,27.99,37.54,4.6,2.84,97.74,HEALTHY
2026-03-02 15:45:40,MCE-0023,46.89,46.62,3.3,3.18,98.23,HEALTHY
2026-03-02 16:45:40,MCE-0023,39.01,24.53,3.3,2.03,99.24,HEALTHY
2026-03-02 17:45:40,MCE-0023,40.78,38.66,4.1,2.87,100.27,HEALTHY
2026-03-02 18:45:40,MCE-0023,48.95,43.16,2.97,1.42,101.23,HEALTHY
2026-03-02 19:45:40,MCE-0023,46.7,48.87,3.45,2.25,102.83,HEALTHY
2026-03-02 20:45:40,MCE-0023,51.97,43.42,4.34,3.14,103.84,HEALTHY
2026-03-02 21:45:40,MCE-0023,59.39,52.38,2.85,2.85,104.36,HEALTHY
2026-03-02 22:45:40,MCE-0023,50.64,48.54,3.75,2.75,105.78,HEALTHY
2026-03-02 23:45:40,MCE-0023,75.0,50.39,3.97,2.28,106.12,WARNING
2026-03-03 00:45:40,MCE-0023,56.86,53.07,3.68,3.36,107.08,HEALTHY
2026-03-03 01:45:40,MCE-0023,31.74,34.12,3.61,2.96,108.96,HEALTHY
2026-03-03 02:45:40,MCE-0023,47.69,53.09,3.17,1.95,109.49,HEALTHY
2026-03-03 03:45:40,MCE-0023,49.62,42.77,3.77,2.51,110.01,HEALTHY
2026-03-03 04:45:40,MCE-0023,39.9,39.87,3.51,2.37,111.86,HEALTHY
2026-03-03 05:45:40,MCE-0023,41.95,37.86,3.93,2.62,112.96,HEALTHY
2026-03-03 06:45:40,MCE-0023,75.0,52.29,3.22,3.87,113.85,WARNING
2026-03-03 07:45:40,MCE-0023,51.2,51.78,3.8,2.83,114.37,HEALTHY
2026-03-03 08:45:40,MCE-0023,53.03,35.59,3.68,1.85,115.32,HEALTHY
2026-03-03 09:45:40,MCE-0023,42.38,35.41,3.68,2.69,116.9,HEALTHY
2026-03-03 10:45:40,MCE-0023,52.22,46.46,3.2,2.39,117.88,HEALTHY
2026-03-03 11:45:40,MCE-0023,58.81,54.68,2.93,1.75,118.57,HEALTHY
2026-03-03 12:45:40,MCE-0023,34.1,47.09,4.11,2.05,119.27,HEALTHY
2026-03-03 13:45:40,MCE-0023,49.61,58.06,3.71,3.24,120.18,HEALTHY
2026-03-03 14:45:40,MCE-0023,59.98,39.21,3.41,2.54,121.76,HEALTHY
2026-03-03 15:45:40,MCE-0023,46.56,49.8,3.7,1.04,122.51,HEALTHY
2026-03-03 16:45:40,MCE-0023,25.31,18.59,3.59,2.64,123.4,HEALTHY
2026-03-03 17:45:40,MCE-0023,49.25,35.6,3.84,2.88,124.75,HEALTHY
2026-03-03 18:45:40,MCE-0023,26.17,24.62,3.5,3.42,125.13,HEALTHY
2026-03-03 19:45:40,MCE-0023,70.5,54.16,3.14,2.97,126.53,WARNING
2026-03-03 20:45:40,MCE-0023,38.21,33.82,2.43,2.57,127.42,HEALTHY
2026-03-03 21:45:40,MCE-0023,35.55,39.94,2.35,2.61,128.94,HEALTHY
2026-03-03 22:45:40,MCE-0023,8.53,39.76,3.76,2.38,129.03,HEALTHY
2026-03-03 23:45:40,MCE-0023,53.44,36.71,3.54,2.92,130.35,HEALTHY
2026-03-04 00:45:40,MCE-0023,0.0,24.92,3.49,2.42,131.86,HEALTHY
2026-03-04 01:45:40,MCE-0023,66.86,39.57,3.19,1.55,132.78,WARNING
2026-03-04 02:45:40,MCE-0023,67.65,46.83,3.28,2.49,133.46,WARNING
2026-03-04 03:45:40,MCE-0023,54.54,47.64,4.82,2.75,134.12,HEALTHY
2026-03-04 04:45:40,MCE-0023,38.02,35.42,3.3,1.76,135.52,HEALTHY
2026-03-04 05:45:40,MCE-0023,45.6,48.45,3.19,2.11,136.32,HEALTHY
2026-03-04 06:45:40,MCE-0023,67.74,37.41,2.47,1.94,137.01,WARNING
2026-03-04 07:45:40,MCE-0023,21.89,38.16,3.32,2.41,138.67,HEALTHY
2026-03-04 08:45:40,MCE-0023,62.29,41.66,3.89,3.28,139.38,HEALTHY
2026-03-04 09:45:40,MCE-0023,38.17,45.85,3.38,2.99,140.1,HEALTHY
2026-03-04 10:45:40,MCE-0023,21.43,21.76,3.3,2.07,141.36,HEALTHY
2026-03-04 11:45:40,MCE-0023,37.25,37.92,3.86,2.31,142.86,HEALTHY
2026-03-04 12:45:40,MCE-0023,32.64,35.48,3.12,2.05,143.19,HEALTHY
2026-03-04 13:45:40,MCE-0023,20.8,35.3,3.22,3.01,144.26,HEALTHY
2026-03-04 14:45:40,MCE-0023,23.29,31.15,4.41,2.05,145.27,HEALTHY
2026-03-04 15:45:40,MCE-0023,41.45,31.21,2.83,3.3,146.96,HEALTHY
2026-03-04 16:45:40,MCE-0023,47.57,43.84,2.65,2.7,147.34,HEALTHY
2026-03-04 17:45:40,MCE-0023,62.36,56.4,3.83,1.95,148.18,HEALTHY
2026-03-04 18:45:40,MCE-0023,49.7,48.75,2.6,1.95,149.42,HEALTHY
2026-03-04 19:45:40,MCE-0023,58.32,53.01,2.73,2.92,150.42,HEALTHY
2026-03-04 20:45:40,MCE-0023,46.43,48.68,3.18,2.85,151.75,HEALTHY
2026-03-04 21:45:40,MCE-0023,57.66,42.99,3.51,2.19,152.37,HEALTHY
2026-03-04 22:45:40,MCE-0023,69.77,48.47,3.04,2.16,153.4,WARNING
2026-03-04 23:45:40,MCE-0023,46.9,48.6,2.83,3.45,154.45,HEALTHY
2026-03-05 00:45:40,MCE-0023,49.63,47.12,3.45,2.53,155.57,HEALTHY
2026-03-05 01:45:40,MCE-0023,42.78,49.48,3.5,2.91,156.98,HEALTHY
2026-03-05 02:45:40,MCE-0023,38.49,41.61,3.1,3.13,157.69,HEALTHY
2026-03-05 03:45:40,MCE-0023,32.49,35.65,3.34,2.34,158.81,HEALTHY
2026-03-05 04:45:40,MCE-0023,55.84,42.72,4.2,2.11,159.72,HEALTHY
2026-03-05 05:45:40,MCE-0023,47.54,36.56,3.71,2.51,160.8,HEALTHY
2026-03-05 06:45:40,MCE-0023,42.67,50.81,3.17,2.82,161.56,HEALTHY
2026-03-05 07:45:40,MCE-0023,33.47,39.44,2.9,2.19,162.86,HEALTHY
2026-03-05 08:45:40,MCE-0023,43.77,56.15,3.55,3.35,163.2,HEALTHY
2026-03-05 09:45:40,MCE-0023,48.3,39.89,4.27,2.74,164.8,HEALTHY
2026-03-05 10:45:40,MCE-0023,35.36,42.87,3.35,1.52,165.74,HEALTHY
2026-03-05 11:45:40,MCE-0023,59.04,54.97,4.42,2.73,166.47,HEALTHY
2026-03-05 12:45:40,MCE-0023,41.27,47.56,3.92,3.35,167.01,HEALTHY
2026-02-26 13:45:40,MCE-0024,44.33,40.47,3.14,3.54,0.42,HEALTHY
2026-02-26 14:45:40,MCE-0024,21.78,41.24,3.79,3.57,1.13,HEALTHY
2026-02-26 15:45:40,MCE-0024,47.07,54.89,3.94,2.81,2.89,HEALTHY
2026-02-26 16:45:40,MCE-0024,36.16,32.31,3.78,2.56,3.63,HEALTHY
2026-02-26 17:45:40,MCE-0024,61.25,57.46,3.06,3.08,4.53,HEALTHY
2026-02-26 18:45:40,MCE-0024,45.25,49.15,4.3,2.12,5.32,HEALTHY
2026-02-26 19:45:40,MCE-0024,40.23,38.44,2.8,2.89,6.49,HEALTHY
2026-02-26 20:45:40,MCE-0024,51.42,41.7,2.73,5.03,7.25,HEALTHY
2026-02-26 21:45:40,MCE-0024,48.99,44.09,2.95,3.36,8.86,HEALTHY
2026-02-26 22:45:40,MCE-0024,42.54,26.15,2.96,3.7,9.05,HEALTHY
2026-02-26 23:45:40,MCE-0024,74.16,53.69,4.05,3.1,10.1,WARNING
2026-02-27 00:45:40,MCE-0024,43.7,50.34,4.33,4.03,11.16,HEALTHY
2026-02-27 01:45:40,MCE-0024,29.0,36.67,3.64,3.03,12.22,HEALTHY
2026-02-27 02:45:40,MCE-0024,50.82,50.31,4.0,4.27,13.25,HEALTHY
2026-02-27 03:45:40,MCE-0024,40.06,29.61,3.68,4.4,14.84,HEALTHY
2026-02-27 04:45:40,MCE-0024,37.85,45.35,3.85,3.32,15.1,HEALTHY
2026-02-27 05:45:40,MCE-0024,45.1,34.64,2.36,2.48,16.74,HEALTHY
2026-02-27 06:45:40,MCE-0024,39.15,49.02,3.45,2.86,17.26,HEALTHY
2026-02-27 07:45:40,MCE-0024,31.64,43.25,4.18,3.87,18.36,HEALTHY
2026-02-27 08:45:40,MCE-0024,54.09,32.92,3.32,4.44,19.56,HEALTHY
2026-02-27 09:45:40,MCE-0024,61.83,34.75,3.47,3.43,20.81,HEALTHY
2026-02-27 10:45:40,MCE-0024,33.57,20.1,3.55,2.69,21.34,HEALTHY
2026-02-27 11:45:40,MCE-0024,33.24,35.64,3.43,3.19,22.41,HEALTHY
2026-02-27 12:45:40,MCE-0024,31.74,36.26,2.62,3.39,23.35,HEALTHY
2026-02-27 13:45:40,MCE-0024,2.16,26.83,3.96,2.52,24.68,HEALTHY
2026-02-27 14:45:40,MCE-0024,55.75,54.47,1.85,3.1,25.61,HEALTHY
2026-02-27 15:45:40,MCE-0024,1.86,28.11,3.5,1.61,26.58,HEALTHY
2026-02-27 16:45:40,MCE-0024,73.87,52.95,3.08,4.13,27.65,WARNING
2026-02-27 17:45:40,MCE-0024,18.07,24.09,2.35,4.35,28.54,HEALTHY
2026-02-27 18:45:40,MCE-0024,49.99,48.77,3.65,3.56,29.98,HEALTHY
2026-02-27 19:45:40,MCE-0024,46.17,44.52,3.55,2.81,30.28,HEALTHY
2026-02-27 20:45:40,MCE-0024,44.3,43.98,3.56,2.25,31.33,HEALTHY
2026-02-27 21:45:40,MCE-0024,24.83,44.61,3.35,3.57,32.51,HEALTHY
2026-02-27 22:45:40,MCE-0024,28.62,25.3,3.08,3.05,33.77,HEALTHY
2026-02-27 23:45:40,MCE-0024,35.02,49.36,3.59,4.38,34.45,HEALTHY
2026-02-28 00:45:40,MCE-0024,51.07,24.52,4.03,2.23,35.08,HEALTHY
2026-02-28 01:45:40,MCE-0024,48.46,36.84,4.57,4.11,36.61,HEALTHY
2026-02-28 02:45:40,MCE-0024,33.87,37.64,3.62,3.75,37.46,HEALTHY
2026-02-28 03:45:40,MCE-0024,45.44,33.93,3.14,3.19,38.96,HEALTHY
2026-02-28 04:45:40,MCE-0024,63.52,50.98,3.11,3.61,39.87,HEALTHY
2026-02-28 05:45:40,MCE-0024,39.2,47.38,4.76,2.97,40.64,HEALTHY
2026-02-28 06:45:40,MCE-0024,57.02,39.64,3.44,3.21,41.93,HEALTHY
2026-02-28 07:45:40,MCE-0024,42.09,60.83,3.35,3.57,42.42,HEALTHY
2026-02-28 08:45:40,MCE-0024,16.05,36.77,4.07,2.86,43.61,HEALTHY
2026-02-28 09:45:40,MCE-0024,7.35,30.39,3.51,3.66,44.4,HEALTHY
2026-02-28 10:45:40,MCE-0024,75.0,47.96,3.07,2.45,45.91,WARNING
2026-02-28 11:45:40,MCE-0024,47.97,46.73,3.23,3.69,46.08,HEALTHY
2026-02-28 12:45:40,MCE-0024,51.98,44.44,3.05,2.89,47.34,HEALTHY
2026-02-28 13:45:40,MCE-0024,8.55,32.95,3.51,3.32,48.31,HEALTHY
2026-02-28 14:45:40,MCE-0024,52.56,47.36,3.44,3.23,49.65,HEALTHY
2026-02-28 15:45:40,MCE-0024,23.94,31.01,3.53,2.72,50.71,HEALTHY
2026-02-28 16:45:40,MCE-0024,57.9,40.6,3.61,3.27,51.61,HEALTHY
2026-02-28 17:45:40,MCE-0024,56.19,52.56,3.85,1.85,52.4,HEALTHY
2026-02-28 18:45:40,MCE-0024,62.91,59.59,3.26,3.35,53.89,HEALTHY
2026-02-28 19:45:40,MCE-0024,31.64,22.4,3.13,2.85,54.78,HEALTHY
2026-02-28 20:45:40,MCE-0024,39.68,32.73,3.13,3.19,55.94,HEALTHY
2026-02-28 21:45:40,MCE-0024,33.45,42.88,3.84,4.72,56.75,HEALTHY
2026-02-28 22:45:40,MCE-0024,61.89,49.01,3.19,3.38,57.52,HEALTHY
2026-02-28 23:45:40,MCE-0024,49.9,39.36,3.89,2.3,58.45,HEALTHY
2026-03-01 00:45:40,MCE-0024,41.33,45.35,3.36,3.06,59.17,HEALTHY
2026-03-01 01:45:40,MCE-0024,42.93,34.7,4.09,2.54,60.85,HEALTHY
2026-03-01 02:45:40,MCE-0024,49.77,46.74,3.03,3.24,61.13,HEALTHY
2026-03-01 03:45:40,MCE-0024,31.36,49.03,2.93,2.78,62.23,HEALTHY
2026-03-01 04:45:40,MCE-0024,26.64,25.63,4.3,3.54,63.25,HEALTHY
2026-03-01 05:45:40,MCE-0024,47.1,37.38,3.95,2.67,64.74,HEALTHY
2026-03-01 06:45:40,MCE-0024,56.9,38.59,3.18,3.68,65.75,HEALTHY
2026-03-01 07:45:40,MCE-0024,57.96,50.67,2.98,2.91,66.21,HEALTHY
2026-03-01 08:45:40,MCE-0024,47.35,35.91,4.19,1.66,67.4,HEALTHY
2026-03-01 09:45:40,MCE-0024,33.32,34.42,2.08,2.3,68.1,HEALTHY
2026-03-01 10:45:40,MCE-0024,54.38,45.06,4.29,4.18,69.94,HEALTHY
2026-03-01 11:45:40,MCE-0024,51.5,46.45,3.53,1.5,70.47,HEALTHY
2026-03-01 12:45:40,MCE-0024,24.08,36.53,3.81,3.38,71.05,HEALTHY
2026-03-01 13:45:40,MCE-0024,31.61,45.48,4.24,3.79,72.77,HEALTHY
2026-03-01 14:45:40,MCE-0024,59.84,41.98,4.04,3.29,73.52,HEALTHY
2026-03-01 15:45:40,MCE-0024,52.67,47.23,3.44,2.65,75.0,HEALTHY
2026-03-01 16:45:40,MCE-0024,43.77,49.52,3.28,3.77,75.1,HEALTHY
2026-03-01 17:45:40,MCE-0024,56.06,42.93,4.19,2.97,76.62,HEALTHY
2026-03-01 18:45:40,MCE-0024,67.64,52.27,3.49,2.63,77.08,WARNING
2026-03-01 19:45:40,MCE-0024,43.68,39.97,2.87,3.06,78.93,HEALTHY
2026-03-01 20:45:40,MCE-0024,32.94,43.07,4.15,2.41,79.39,HEALTHY
2026-03-01 21:45:40,MCE-0024,70.68,48.68,3.01,3.68,80.23,WARNING
2026-03-01 22:45:40,MCE-0024,38.3,39.34,3.3,2.67,81.74,HEALTHY
2026-03-01 23:45:40,MCE-0024,55.86,42.97,2.78,3.55,82.44,HEALTHY
2026-03-02 00:45:40,MCE-0024,26.92,27.35,4.1,2.43,83.13,HEALTHY
2026-03-02 01:45:40,MCE-0024,10.25,36.56,3.35,3.06,84.53,HEALTHY
2026-03-02 02:45:40,MCE-0024,40.28,42.44,3.12,4.14,85.17,HEALTHY
2026-03-02 03:45:40,MCE-0024,22.86,38.92,3.82,2.71,86.04,HEALTHY
2026-03-02 04:45:40,MCE-0024,29.64,45.53,3.0,2.81,87.36,HEALTHY
2026-03-02 05:45:40,MCE-0024,58.31,46.27,2.6,4.31,88.92,HEALTHY
2026-03-02 06:45:40,MCE-0024,37.05,36.39,3.63,3.59,89.86,HEALTHY
2026-03-02 07:45:40,MCE-0024,74.42,37.54,3.91,3.67,90.47,WARNING
2026-03-02 08:45:40,MCE-0024,42.94,47.68,3.97,2.31,91.87,HEALTHY
2026-03-02 09:45:40,MCE-0024,71.25,37.4,2.93,3.03,92.93,WARNING
2026-03-02 10:45:40,MCE-0024,73.87,48.2,3.48,4.11,93.55,WARNING
2026-03-02 11:45:40,MCE-0024,40.5,31.22,3.29,4.07,94.14,HEALTHY
2026-03-02 12:45:40,MCE-0024,46.06,57.76,3.87,2.78,95.95,HEALTHY
2026-03-02 13:45:40,MCE-0024,45.77,35.4,3.17,6.06,96.54,HEALTHY
2026-03-02 14:45:40,MCE-0024,60.28,53.47,3.19,4.2,97.59,HEALTHY
2026-03-02 15:45:40,MCE-0024,61.49,62.0,4.42,2.25,98.46,HEALTHY
2026-03-02 16:45:40,MCE-0024,28.35,28.98,3.03,3.4,99.75,HEALTHY
2026-03-02 17:45:40,MCE-0024,36.5,56.03,4.45,3.19,100.88,HEALTHY
2026-03-02 18:45:40,MCE-0024,74.33,62.7,3.27,1.91,101.43,WARNING
2026-03-02 19:45:40,MCE-0024,41.73,35.86,3.6,3.25,102.64,HEALTHY
2026-03-02 20:45:40,MCE-0024,45.95,46.47,2.89,3.46,103.53,HEALTHY
2026-03-02 21:45:40,MCE-0024,38.41,41.62,3.98,2.41,104.91,HEALTHY
2026-03-02 22:45:40,MCE-0024,40.78,39.79,3.24,3.77,105.48,HEALTHY
2026-03-02 23:45:40,MCE-0024,34.19,34.32,3.15,3.89,106.23,HEALTHY
2026-03-03 00:45:40,MCE-0024,37.61,43.46,4.49,3.15,107.09,HEALTHY
2026-03-03 01:45:40,MCE-0024,61.68,60.38,4.01,3.18,108.31,HEALTHY
2026-03-03 02:45:40,MCE-0024,54.63,34.59,3.11,2.81,109.41,HEALTHY
2026-03-03 03:45:40,MCE-0024,75.0,44.5,3.09,2.53,110.16,WARNING
2026-03-03 04:45:40,MCE-0024,53.4,45.66,4.04,3.62,111.01,HEALTHY
2026-03-03 05:45:40,MCE-0024,24.29,29.33,4.18,3.07,112.52,HEALTHY
2026-03-03 06:45:40,MCE-0024,62.81,46.15,3.02,3.0,113.76,HEALTHY
2026-03-03 07:45:40,MCE-0024,30.48,33.12,3.6,3.52,114.14,HEALTHY
2026-03-03 08:45:40,MCE-0024,21.15,34.71,3.21,2.78,115.29,HEALTHY
2026-03-03 09:45:40,MCE-0024,46.99,38.19,4.19,3.95,116.54,HEALTHY
2026-03-03 10:45:40,MCE-0024,62.73,43.36,3.02,3.25,117.69,HEALTHY
2026-03-03 11:45:40,MCE-0024,42.74,36.45,2.91,3.17,118.49,HEALTHY
2026-03-03 12:45:40,MCE-0024,38.94,45.69,3.83,3.9,119.76,HEALTHY
2026-03-03 13:45:40,MCE-0024,26.11,39.54,3.14,2.42,120.3,HEALTHY
2026-03-03 14:45:40,MCE-0024,38.57,48.62,3.31,4.2,121.77,HEALTHY
2026-03-03 15:45:40,MCE-0024,53.23,41.32,4.08,3.48,122.8,HEALTHY
2026-03-03 16:45:40,MCE-0024,31.01,52.67,3.63,3.21,123.6,HEALTHY
2026-03-03 17:45:40,MCE-0024,32.17,47.59,3.76,3.6,124.8,HEALTHY
2026-03-03 18:45:40,MCE-0024,37.39,46.39,3.96,2.77,125.55,HEALTHY
2026-03-03 19:45:40,MCE-0024,23.75,40.27,2.71,3.29,126.19,HEALTHY
2026-03-03 20:45:40,MCE-0024,38.29,49.74,3.3,3.9,127.88,HEALTHY
2026-03-03 21:45:40,MCE-0024,37.29,47.69,4.53,2.51,128.44,HEALTHY
2026-03-03 22:45:40,MCE-0024,49.38,65.3,3.53,3.23,129.25,HEALTHY
2026-03-03 23:45:40,MCE-0024,56.83,45.88,2.65,3.92,130.71,HEALTHY
2026-03-04 00:45:40,MCE-0024,14.96,29.65,4.1,2.97,131.65,HEALTHY
2026-03-04 01:45:40,MCE-0024,34.59,45.91,3.07,2.41,132.83,HEALTHY
2026-03-04 02:45:40,MCE-0024,49.12,41.77,2.88,3.6,133.22,HEALTHY
2026-03-04 03:45:40,MCE-0024,51.97,41.21,3.35,3.5,134.08,HEALTHY
2026-03-04 04:45:40,MCE-0024,62.86,45.09,3.83,3.56,135.63,HEALTHY
2026-03-04 05:45:40,MCE-0024,58.19,46.27,3.04,2.9,136.52,HEALTHY
2026-03-04 06:45:40,MCE-0024,50.14,58.09,3.26,3.71,137.8,HEALTHY
2026-03-04 07:45:40,MCE-0024,40.08,41.41,4.26,3.68,138.61,HEALTHY
2026-03-04 08:45:40,MCE-0024,26.38,31.83,4.13,3.29,139.69,HEALTHY
2026-03-04 09:45:40,MCE-0024,27.77,30.28,3.85,3.83,140.27,HEALTHY
